Timestamp,What is your gender?,What is your marital status?,Have you ever failed an academic course/module at university?,"How satisfied are you with your learning environment at the Faculty?
",Are you satisfied with your home environment for studying?,What is your Age?,What is your Academic Year?,What is your degree programme.,Competition with my peers for grades is quite intense,I feel my lecturers are very strict and often point out mistakes in my work,My lecturers expect more from me than I can realistically do.,The unrealistic expectations of my parents stress me out.,"The time allocated for lectures, laboratory sessions, and independent study is enough for me to manage my academic workload effectively.  ",The size of the curriculum (workload) is excessive.,I believe that the amount of work assignments is too much.,I am unable to catch up if I fall behind in my work.,I have enough time to relax after completing my academic work. ,The examination questions are usually difficult.,The allocated examination duration is too short for me to complete my answers properly.,Examination periods are very stressful to me.,I am confident that I will be a successful student. ,I am confident that I will be successful in my future career. ,I find it easy to make academic decisions. ,I fear failing courses/modules this year.,I think that my worry about examinations is weakness of character.,"Even if I pass my exams, I am worried about getting a job"
3/2/2026 12:22:13,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,3,2,2,3,3,2,2,1,3,1,1,1,3,3,4,2,3,1
3/2/2026 12:23:26,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,2,2,2,1,4,2,1,1,1,1,1,1,3,3,4,2,2,1
3/2/2026 12:25:28,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,2,2,1,2,4,2,2,2,3,1,1,1,3,3,4,1,2,1
3/2/2026 12:28:40,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Finance,2,1,1,2,4,2,1,1,3,1,1,1,3,3,4,2,3,1
3/2/2026 12:28:50,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,3,4,4,3,3,3,2,3,3,4,3,2,3,4,3,3,2,3
3/2/2026 12:29:27,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Finance,1,1,1,1,4,1,1,1,4,1,1,1,3,3,4,1,2,1
3/2/2026 12:31:25,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,3,2,4,3,2,2,3,4,5,2,3,3,1,2,3,4,3,4
3/2/2026 12:31:52,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,2,4,4,2,2,2,3,3,3,2,2,2,2,2,3,3,2,1
3/2/2026 12:34:15,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,4,4,4,5,3,3,3,2,2,3,2,1,3,3,3,3,2,3
3/2/2026 14:25:23,Female,• Single,• Once or twice,Very satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,2,3,5,1,2,4,3,4,2,3,4,4,4,3,4,2,3,3
3/2/2026 14:27:29,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,2,2,2,1,2,2,2,2,3,3,2,1,3,3,3,1,3,1
3/2/2026 14:55:38,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,2,4,4,1,3,2,4,3,2,2,3,1,2,2,3,2,4,1
3/2/2026 14:58:22,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,3,4,3,1,3,3,3,3,3,2,3,2,2,2,4,2,4,1
3/2/2026 15:01:22,Female,• Single,• Never,Satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,2,4,4,4,3,2,3,3,2,2,3,2,1,1,3,2,5,2
3/2/2026 16:03:19,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,2,3,4,2,2,3,3,3,2,2,3,1,2,2,3,3,3,2
3/2/2026 16:05:44,Male,• Single,• Three or more times,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,2,4,3,2,3,3,3,3,1,2,3,1,3,3,3,2,4,2
3/2/2026 16:07:17,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,2,2,2,3,3,4,4,3,2,3,3,2,2,2,3,2,5,1
3/2/2026 16:12:31,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,4,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2
3/2/2026 16:15:27,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Marketing,2,3,3,5,3,3,2,2,2,2,1,3,2,3,2,3,3,5
3/2/2026 16:19:24,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Marketing,2,3,3,2,3,3,3,2,2,2,3,2,3,3,3,2,3,2
3/2/2026 16:21:18,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,4,4,4,2,1,4,4,2,1,4,4,2,1,1,1,4,4,4
3/2/2026 16:22:49,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,5,5,3,3,2,2,4,3,3,3,2,3,3,3,2,4,2
3/2/2026 16:23:34,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,3,4,5,1,3,3,2,4,4,3,3,2,2,2,3,3,2,1
3/2/2026 16:24:30,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,3,4,5,3,3,2,2,3,4,2,3,2,3,3,3,4,4,1
3/2/2026 16:25:26,Male,• Single,• Three or more times,Satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in International Business,3,5,5,2,3,3,1,3,4,4,3,1,2,3,2,3,5,1
3/2/2026 16:26:26,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,4,4,5,3,4,3,2,2,4,2,3,2,3,3,4,3,4,3
3/2/2026 16:27:56,Male,• Single,• Three or more times,Satisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,2,2,1,4,1,1,1,5,1,2,1,4,4,5,1,1,1
3/2/2026 16:28:44,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in International Business,3,4,5,4,4,2,2,3,4,2,2,2,3,4,3,3,2,1
3/2/2026 16:29:27,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,2,2,2,4,2,2,2,4,2,2,2,2,4,4,2,2,2
3/2/2026 16:30:21,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,4,1,4,3,2,3,4,2,2,1,3,3,3,2,2,2
3/2/2026 16:31:04,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,4,5,4,4,2,2,3,3,3,2,2,3,4,2,2,2,4
3/2/2026 16:31:58,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,4,5,5,5,3,3,2,4,2,4,4,3,2,2,3,4,5,5
3/2/2026 16:32:53,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,4,4,5,4,4,2,2,3,4,1,1,1,3,3,4,2,2,2
3/2/2026 17:26:25,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Finance,2,2,2,1,1,1,2,2,1,1,3,1,2,2,2,2,2,1
3/3/2026 22:56:53,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,5,4,4,5,3,4,4,4,3,2,3,1,2,2,2,3,3,5
3/4/2026 17:27:55,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,4,5,2,3,3,3,2,4,3,4,2,3,3,3,2,2,2
3/4/2026 17:29:04,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,4,5,4,3,3,2,3,4,3,2,1,3,3,4,2,1,1
3/4/2026 17:30:51,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,5,5,5,4,2,1,1,5,1,1,1,3,3,2,2,2,1
3/5/2026 13:05:20,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,3,4,4,2,3,2,3,2,2,2,2,1,2,2,3,2,3,1
3/5/2026 13:08:18,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,2,3,3,1,4,2,2,1,3,3,3,1,2,2,5,1,1,1
3/5/2026 13:27:52,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,1,4,4,1,3,2,2,1,3,2,3,1,3,3,4,1,3,2
3/5/2026 13:34:20,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,2,4,3,1,3,1,1,1,2,1,2,1,3,3,5,1,3,1
3/5/2026 13:41:27,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,1,3,3,1,3,2,2,1,4,1,3,1,3,3,1,1,3,1
3/5/2026 17:56:22,Female,• Single,• Three or more times,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,1,3,3,1,3,1,1,1,3,1,1,1,3,3,4,2,3,1
3/5/2026 17:56:34,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,4,4,5,3,3,3,3,4,4,3,3,2,2,2,3,4,3,1
3/5/2026 17:57:27,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,5,5,5,3,3,3,4,3,3,3,4,3,1,3,1,4,1,1
3/5/2026 17:58:22,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,4,5,5,1,2,4,3,3,2,4,4,2,3,2,3,4,4,4
3/5/2026 18:00:10,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,3,4,5,5,3,3,3,3,2,3,4,3,3,3,4,2,2,2
3/5/2026 18:06:04,Female,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Human Resource Management,4,4,4,2,3,3,4,3,2,3,3,4,3,3,2,3,3,4
3/10/2026 11:33:18,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,3,3,4,2,2,1,1,2,3,3,3,2,2,3,3,3,3,1
3/10/2026 14:46:23,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Finance,1,3,4,5,2,3,4,3,2,3,3,3,2,3,3,4,4,3
3/15/2026 21:14:55,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,2,3,1,5,1,1,2,4,1,2,1,2,3,3,2,3,1
3/15/2026 21:15:15,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,4,3,1,4,2,2,3,4,2,2,1,3,3,4,2,2,2
3/15/2026 21:18:07,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,4,2,2,2,2,4,4,2,2,2
3/15/2026 21:18:54,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,1,1,1,1,3,1,1,1,4,1,1,1,3,3,4,1,1,1
3/15/2026 21:19:59,Male,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,4,2,2,2,4,4,4,2,2,2
3/15/2026 21:20:05,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,1,1,1,1,1,1,1,1,4,1,1,1,3,3,4,1,1,1
3/15/2026 21:24:01,Female,• Single,• Once or twice,Satisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,2,1,1,2,2,1,2,5,1,1,1,3,3,2,2,2,1
3/15/2026 21:27:52,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,4,2,2,2,3,2,2,2,2,2
3/15/2026 21:33:48,Male,• Single,• Once or twice,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Accounting,2,2,3,2,4,2,2,2,4,2,2,2,4,4,4,2,2,2
3/17/2026 12:10:18,Female,• Single,• Once or twice,Dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,5,1,1,1,3,3,3,4,5,1,3,1,1,1,1,1,1,1
3/17/2026 12:10:26,Female,• Single,• Three or more times,Dissatisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,3,1,1,4,4,5,5,4,4,1,4,5,3,3,3,3,4,3
3/17/2026 12:10:48,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,3,1,1,2,2,1,1,1,2,1,1,1,2,1,2,5,2,4
3/17/2026 12:11:25,Female,• Single,• Once or twice,Dissatisfied,• No,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,3,2,3,4,5,3,4,4,2,3,4,3,2,2,3,3,2,3
3/17/2026 12:38:22,Male,• Single,• Once or twice,Very dissatisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,2,2,2,2,4,3,3,2,2,2
3/17/2026 12:40:23,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,1,4,5,2,2,2,4,2,2,4,2,2
3/17/2026 12:41:54,Male,• Single,• Once or twice,Satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,1,4,2,2,1,5,1,3,2,3,3,4,2,1,1
3/17/2026 12:45:09,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,1,2,4,1,4,2,2,2,4,2,2,1,4,3,4,1,1,1
3/17/2026 12:51:31,Male,• Single,• Three or more times,Satisfied,• Yes,• 22–23,• Year 3,B.B.A. (Hons) in Business Economics,2,2,4,4,2,1,2,3,3,1,3,2,3,2,4,4,3,2
3/17/2026 13:09:15,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,4,2,2,2,3,3,4,2,2,1
3/17/2026 13:11:01,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,1,1,2,4,2,2,2,2,2,2,2,2,2,4,2,1,1
3/17/2026 13:12:24,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,1,1,5,1,4,1,2,3,4,1,1,1,2,3,4,1,1,1
3/17/2026 13:13:42,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,1,4,2,1,3,4,1,1,1,2,2,4,2,1,1
3/17/2026 13:15:40,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,3,4,2,4,2,2,2,2,2,2,2,3,2,3,2,2,1
3/17/2026 13:16:41,Female,• Single,• Once or twice,Satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,1,3,2,2,1,1,4,2,1,1,2,2
3/17/2026 13:17:30,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,3,3,2,4,2,2,2,4,2,1,1,3,2,2,2,2,2
3/17/2026 13:17:35,Male,• Single,• Once or twice,Dissatisfied,• No,• 22–23,• Year 4,B.B.A. (Hons) in Business Economics,5,5,5,5,5,5,5,5,5,1,1,1,2,5,2,2,4,2
3/17/2026 13:18:44,Male,• Single,• Three or more times,Neither satisfied nor dissatisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,1,4,2,2,2,3,2,3,1,3,2,4,2,5,5
3/17/2026 13:19:36,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,4,2,2,2,4,3,2,1,2,2,3,3,5,1
3/17/2026 13:20:40,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,3,4,3,3,4,3,3,2,3,2,3,2,2,2,1,1
3/17/2026 13:22:03,Male,• Married,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,4,2,2,4,1,1,1,2,1,2
3/17/2026 13:23:15,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,1,4,1,3,2,1,2,5,1,3,1,4,2,2,3,2,2
3/17/2026 13:25:12,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,1,4,2,2,2,4,1,2,2,3,3,4,2,2,2
3/17/2026 13:27:34,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 1,,3,4,5,2,5,3,2,2,5,3,3,2,1,1,3,2,2,1
3/17/2026 13:30:15,Male,• Single,• Once or twice,Very satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,5,1,4,2,2,2,2,2,3,2,3,4,3,2,2,2
3/17/2026 13:31:31,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,4,4,1,4,3,2,2,4,2,3,2,3,4,2,2,2,2
3/17/2026 13:32:36,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,4,4,2,3,2,2,2,4,2,2,2,4,2,4,2,2,2
3/17/2026 13:33:32,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• Above 25,• Year 4,B.B.A. (Hons) in Accounting,1,1,1,1,5,1,1,1,5,2,1,1,3,3,4,1,1,1
3/17/2026 13:34:27,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,3,2,4,2,2,2,2,2,2,1,2,2,3,1,1,1
3/17/2026 13:35:19,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,3,3,2,2,3,3,3,3,1,2,1,2,2,3,3,3,2
3/17/2026 13:35:19,Male,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,4,4,3,4,3,2,2,4,2,2,2,2,4,2,2,2,3
3/17/2026 13:36:34,Male,• Married,• Once or twice,Dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,4,1,2,2,3,3,2,2,2,3,4,2,2,2
3/17/2026 13:37:31,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3/17/2026 13:37:36,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,5,4,2,3,2,4,2,2,2,2,2,3,3,2,2
3/17/2026 13:37:59,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3/17/2026 13:38:05,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 22–23,• Year 2,,2,2,2,2,3,3,3,2,3,4,4,3,3,3,4,1,2,2
3/17/2026 13:38:48,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,5,4,2,2,2,4,2,2,1,3,3,4,2,1,1
3/17/2026 13:39:36,Male,• Married,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,4,4,2,2,2,2,2,2,2,2,5,3,2,2,1
3/17/2026 13:40:34,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,3,1,4,2,2,3,2,2,3,2,3,2,2,2,2,2
3/17/2026 13:41:26,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,3,3,2,2,4,2,1,1,2,2,3,4,5,4
3/17/2026 13:43:40,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,3,2,2,1,4,2,2,1,3,2,3,3,2,2
3/17/2026 13:44:32,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,4,2,2,2,4,2,2,2,3,3,2,2,2,2
3/17/2026 13:44:57,Female,• Single,• Once or twice,Dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,3,4,4,4,2,1,2,1,2,2,2,2,1,2,1
3/17/2026 13:45:19,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,4,2,2,3,2,2,2,4,2,2,2,3,3,3,2,4,3
3/17/2026 13:45:54,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,1,2,3,2,1,2,3,2,2,2,2,2,2,3,4,4,3,2
3/17/2026 13:46:39,Male,• Single,• Once or twice,Very satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,5,3,3,3,2,3,4,2,2,2,2,3,3,2,4,1
3/17/2026 13:46:57,Female,• Single,• Never,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,3,3,2,2,1,2,2,1,2,2,2,3,3,3,2,2,1
3/17/2026 13:47:59,Male,• Single,• Three or more times,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,3,2,1,1,2,2,2,2,3,2,3,3,2,2,3,1,3,2
3/17/2026 13:49:56,Male,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Hospitality and Leisure Managanement,2,2,4,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3
3/17/2026 13:50:27,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,2,2,3,3,3,2,4,2,2,2,3,2,2,2,2,2
3/17/2026 13:51:34,Female,• Single,• Never,Very satisfied,• No,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,2,2,2,2,2,3,2,2,2,4,4,2,3,2
3/17/2026 13:52:18,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,3,2,2,2,4,2,2,2,4,2,4,2,2,2
3/17/2026 13:53:11,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,2,2,3,3,3,3,2,1,4,3,2,3,2,2
3/17/2026 13:53:39,Female,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,3,3,3,3,4,3,4,3,3,2,3,3,2,2,2,2,2,2
3/17/2026 13:54:10,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,4,2,2,4,2,4,2,2,3,3,4,2,2,2
3/17/2026 13:56:05,Female,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Human Resource Management,2,2,4,2,3,2,2,2,4,2,2,2,2,3,2,2,3,4
3/17/2026 13:58:32,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,4,3,2,2,3,4,3,3,2,2,2,3,4,3,3
3/17/2026 13:59:37,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,2,4,2,2,2,4,2,2,2,2,2,2,4,4,4
3/17/2026 14:00:27,Female,• Single,• Never,Very satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in Accounting,2,2,4,2,4,2,1,2,4,1,1,1,1,2,1,1,1,5
3/17/2026 14:01:28,Male,• Married,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,1,4,3,2,4,4,2,3,2,3,3,4,2,2,2
3/17/2026 14:03:20,Male,• Single,• Never,Satisfied,• Yes,• 22–23,• Year 4,B.B.A. (Hons) in International Business,2,5,5,5,3,3,3,2,4,4,4,4,2,2,3,4,2,4
3/17/2026 14:04:16,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,5,4,3,2,2,3,3,3,3,2,3,2,3,4,3,2
3/17/2026 14:05:14,Male,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,3,5,2,3,2,3,3,3,2,2,2,3,4,2,3,2,1
3/17/2026 14:06:04,Female,• Single,• Never,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,3,5,5,2,4,2,2,4,4,2,2,1,3,2,3,2,2,2
3/17/2026 14:07:40,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,4,5,1,5,2,2,2,4,2,2,2,3,4,3,2,2,3
3/17/2026 14:08:32,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,3,5,2,4,2,2,2,4,2,2,2,3,3,2,2,3,3
3/17/2026 14:09:41,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,4,2,4,2,2,3,4,2,2,2,3,3,4,2,3,3
3/17/2026 14:11:34,Female,• Single,• Once or twice,Neither satisfied nor dissatisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,5,5,3,2,2,4,4,2,3,2,3,3,4,2,2,3
3/17/2026 14:13:25,Male,• Single,• Once or twice,Satisfied,• Yes,• 24–25,• Year 4,B.B.A. (Hons) in International Business,2,2,5,2,4,2,2,4,4,2,3,3,2,3,3,4,5,4
